500,165
1001,341
1501,175
2002,405
2502,177
3003,389
3503,184
4003,397
4503,180
5003,23500
5503,8075
6004,521
6504,210
7004,362
7504,18037
8005,718
8506,185
9007,322
9507,179
10007,455
10507,186
11008,384
11508,179
12009,423
12510,179
13011,585
13512,151
14013,386
14514,189
15014,17772
15515,11869
16016,1073
16517,129
17018,341
17519,189
18019,553
18520,167
19021,364
19521,170
20021,441
20522,11831
21022,694
21523,179
22024,358
22525,189
23026,594
23527,164
24028,514
24529,171
25030,399
25531,189
26032,398
26533,185
27034,573
27535,168
28035,2881
28536,8723
29037,778
29538,165
30038,370
30538,182
31039,367
31539,174
32040,379
32541,169
33041,379
33541,187
34042,421
34542,191
35042,403
35543,178
36043,829
36543,569
37043,360
37544,170
38044,557
38544,191
39044,1209
39544,181
40045,343
40545,179
41045,352
41545,178
42045,408
42545,173
43046,449
43546,179
44046,1539
44547,142
45047,363
45547,183
46047,383
46548,173
47048,1088
47548,187
48048,302
48549,187
49049,435
49550,176
50050,369
50550,171
51050,393
51551,184
52051,476
52552,151
53052,383
53552,195
54052,497
54553,181
55053,11401
55553,251
56054,353
56554,187
57054,334
57555,193
58055,371
58555,194
59056,371
59556,181
60056,529
60556,191
61056,497
61556,177
62057,329
62557,225
63057,505
63558,179
64058,470
64558,181
65059,413
65559,189
66059,498
66560,201
67060,375
67560,205
68061,374
68561,181
69061,381
69561,177
70062,485
70563,169
71063,351
71564,201
72064,391
72564,205
73064,397
73565,208
74065,376
74565,187
75066,502
75566,186
76066,498
76566,178
77067,617
77567,213
78067,355
78567,183
79068,405
79568,187
80068,533
80569,165
81069,346
81570,194
82070,395
82570,175
83071,399
83571,195
84071,366
84571,181
85072,414
85572,187
86072,559
86573,187
87073,349
87573,167
88074,593
88574,969
89074,911
89575,162
90075,474
90575,160
91076,305
91576,187
92076,381
92577,175
93077,423
93577,191
94077,350
94578,159
95078,410
95579,205
96079,481
96579,181
97080,1088
97580,187
98080,329
98580,182
99081,379
99582,185
100082,354
100583,173
101084,373
101584,195
102084,325
102584,179
103084,437
103585,197
104085,437
104585,185
105085,460
105585,205
106086,339
106586,185
107086,375
107586,185
108086,355
108587,187
109087,506
109587,159
110087,438
110587,198
111088,487
111588,180
112089,479
112589,173
113090,383
113591,181
114092,348
114592,178
115093,401
115594,191
116094,369
116595,184
117096,916
117596,3797
118097,24701
118598,4717
119098,5752
119598,182
120099,357
120600,194
121101,354
121601,177
122102,387
122602,197
123103,391
123603,187
124103,348
124604,165
125104,491
125605,213
126105,691
126605,152
127106,1638
127606,191
128107,355
128607,187
129107,358
129607,193
130108,358
130608,201
131109,367
131609,187
132110,379
132610,153
133111,394
133611,165
134112,357
134612,163
135112,449
135613,191
136113,501
136614,181
137114,353
137614,190
138115,356
138615,162
139116,364
139616,192
140117,377
140618,169
141118,360
141619,195
142119,357
142619,191
143119,441
143620,142
144120,441
144620,187
145120,431
145620,187
146120,417
146621,160
147121,331
147621,185
148121,388
148621,205
149121,399
149621,159
150122,358
150622,187
151123,341
151623,171
152124,433
152624,183
153125,342
153625,166
154125,435
154626,193
155126,409
155627,201
156127,353
156628,175
157128,350
157629,182
158129,346
158629,205
159130,369
159630,185
160131,325
160632,167
161132,1090
161633,175
162133,917
162633,185
163134,377
163634,185
164135,351
164635,143
165135,355
165636,196
166136,383
166636,181
167137,376
167637,190
168138,455
168638,215
169138,487
169639,183
170139,19342
170639,854
171139,378
171640,210
172140,415
172640,193
173140,386
173640,186
174140,318
174641,187
175141,394
175641,177
176141,343
176641,177
177141,414
177641,17161
178141,6148
178642,9472
179142,2968
179642,184
180143,322
180643,185
181143,353
181644,216
182144,381
182644,174
183144,365
183644,209
184145,422
184645,185
185145,60232
185645,3980
186145,52208
186645,3705
187145,1151
187646,181
188146,348
188646,171
189146,429
189646,181
190146,337
190647,186
191147,349
191647,162
192147,375
192647,177
193148,31443
193648,16683
194148,8931
194648,192
195149,405
195649,200
196149,325
196650,191
197150,385
197650,179
198150,333
198650,177
199151,453
199652,183
200153,394
200654,166
201154,441
201655,183
202155,349
202655,182
203155,371
203656,169
204156,351
204656,199
205157,339
205657,191
206157,453
206657,191
207158,433
207658,179
208158,383
208658,213
209159,386
209659,189
210159,409
210660,190
211160,381
211660,174
212161,359
212661,174
213161,379
213661,183
214161,363
214661,161
215161,359
215662,179
216162,479
216662,190
217162,411
217662,186
218163,506
218663,166
219163,404
219664,189
220164,327
220665,207
221165,367
221665,171
222165,423
222666,177
223166,387
223666,197
224166,331
224666,176
225166,362
225666,199
226166,378
226667,177
227167,421
227667,167
228167,395
228667,157
229167,371
229667,159
230168,389
230668,183
231168,433
231669,188
232169,366
232669,190
233169,307
233669,184
234170,343
234670,183
235170,355
235670,193
236170,405
236670,175
237171,375
237671,179
238171,381
238671,174
239171,407
239671,166
240171,2430
240672,184
241172,402
241672,174
242172,361
242673,181
243173,399
243673,175
244173,344
244673,187
245174,359
245674,181
246174,613
246674,187
247174,581
247675,175
248175,297
248675,194
249175,349
249676,169
250176,335
250676,165
251176,335
251676,178
252176,365
252677,190
253177,440
253677,186
254177,483
254677,199
255177,355
255677,170
256177,315
256678,229
257178,330
257678,174
258178,373
258678,178
259178,342
259679,171
260179,400
260679,189
261179,502
261679,195
262179,550
262680,201
263180,322
263680,182
264180,348
264680,161
265180,362
265680,190
266180,349
266681,202
267181,353
267681,205
268181,421
268681,179
269181,786
269681,187
270181,650
270681,173
271182,365
271682,191
272182,353
272682,172
273182,322
273682,187
274182,438
274683,171
275183,392
275683,161
276183,394
276683,181
277183,587
277683,184
278183,925
278683,217
279183,350
279684,186
280185,387
280685,175
281186,363
281686,173
282186,357
282686,197
283186,353
283687,186
284187,381
284687,167
285187,343
285687,196
286187,379
286687,155
287188,358
287688,181
288188,415
288688,177
289188,357
289689,185
290190,401
290690,190
291190,385
291691,151
292191,390
292691,157
293191,415
293691,191
294191,360
294691,166
295191,315
295691,198
296191,337
296691,195
297192,337
297692,159
298192,426
298692,137
299192,377
299692,183
300193,361
300693,345
301194,371
301694,175
302195,361
302695,437
303196,353
303696,353
304196,347
304697,595
305198,362
305699,331
306200,343
306701,570
307201,411
307702,510
308203,381
308704,625
309205,361
309706,499
310207,358
310708,556
311208,349
311709,435
312210,335
312711,495
313212,349
313713,388
314214,337
314715,477
315215,361
315716,397
316217,369
316718,830
